CIK,CCP,AccountsPayableCurrent,Assets,Liabilities,CashAndCashEquivalentsAtCarryingValue,AccountsReceivableNetCurrent,InventoryNet,LongTermDebt
97745,CY2017Q3I,1123800000,55985300000,null,741100000,3657000000,3125500000,null
100493,CY2017Q3I,1698000000,28066000000,null,318000000,1675000000,3239000000,null
100517,CY2017Q3I,2231000000,42565000000,null,1870000000,null,null,null
100885,CY2017Q3I,838000000,57397000000,38246000000,1847000000,1428000000,null,null
101778,CY2017Q3I,1313000000,22947000000,11172000000,1795000000,945000000,132000000,null
101829,CY2017Q3I,8999000000,96352000000,64232000000,8523000000,null,10083000000,null
104169,CY2017Q3I,47587000000,209414000000,null,7026000000,null,50147000000,null
105770,CY2017Q3I,121900000,1930400000,613500000,269300000,251800000,215800000,null
106040,CY2017Q3I,2066000000,30505000000,18446000000,6886000000,2101000000,2302000000,13131000000
106535,CY2017Q3I,259000000,18402000000,9357000000,497000000,null,340000000,5995000000
107263,CY2017Q3I,773000000,46120000000,null,1172000000,null,144000000,null
109198,CY2017Q3I,2986374000,13877695000,null,2364244000,345866000,4725850000,null
200406,CY2017Q3I,6390000000,155658000000,81679000000,15721000000,13155000000,9521000000,null
202058,CY2017Q3I,452000000,10099000000,null,388000000,null,896000000,null
217346,CY2017Q3I,null,15875000000,10057000000,1294000000,null,4518000000,null
277135,CY2017Q3I,null,5825060000,null,284575000,1373323000,1391993000,2335813000
277948,CY2017Q3I,905000000,35573000000,24671000000,591000000,981000000,null,null
310158,CY2017Q3I,2620000000,91676000000,null,7901000000,7671000000,5263000000,null
310764,CY2017Q3I,null,21485000000,11060000000,2592000000,1965000000,2454000000,null
313616,CY2017Q3I,null,45851300000,null,648600000,3254600000,1892300000,10909000000
313927,CY2017Q3I,null,5952800000,3999700000,236500000,377900000,336100000,null
315189,CY2017Q3I,null,65786000000,56211800000,9334900000,null,3904100000,null
315293,CY2017Q3I,null,25924000000,20677000000,749000000,2068000000,null,null
316709,CY2017Q3I,null,230714000000,212687000000,12253000000,null,null,null
318154,CY2017Q3I,879000000,80331000000,null,3000000000,3404000000,2927000000,35776000000
319201,CY2017Q3I,138657000,5690398000,4226442000,1320697000,666738000,762401000,2774838000
320187,CY2017Q3I,2116000000,23647000000,null,3413000000,3871000000,null,null
320193,CY2017Q3I,44242000000,375319000000,241272000000,20289000000,17874000000,4855000000,null
320335,CY2017Q3I,null,22993607000,17825922000,null,null,null,1130806000
352541,CY2017Q3I,478100000,14114900000,null,9200000,336100000,null,null
352915,CY2017Q3I,null,10639360000,null,65424000,1452018000,null,null
354190,CY2017Q3I,null,12810400000,8638200000,564900000,null,null,null
354950,CY2017Q3I,8570000000,45023000000,42480000000,3549000000,2166000000,13419000000,null
702165,CY2017Q3I,1287000000,35153000000,22426000000,724000000,973000000,null,9880000000
707549,CY2017Q3I,471805000,12398626000,4990452000,2406462000,1530762000,1328297000,2416035000
711404,CY2017Q3I,142100000,4858700000,1682900000,88800000,316600000,454100000,null
712515,CY2017Q3I,187000000,7922000000,3534000000,2067000000,812000000,null,null
713676,CY2017Q3I,null,375191000000,328739000000,null,null,null,null
715957,CY2017Q3I,757000000,75391000000,56889000000,227000000,1292000000,1527000000,null
720005,CY2017Q3I,null,34883456000,29190105000,3670000000,null,null,null
721371,CY2017Q3I,19202000000,41940000000,null,1181000000,null,12121000000,null
723125,CY2017Q3I,null,35336000000,15845000000,5109000000,3490000000,3123000000,null
723254,CY2017Q3I,189571000,6851606000,null,191414000,731577000,283197000,2533672000
723531,CY2017Q3I,74600000,7619500000,5675700000,234400000,null,null,null
726728,CY2017Q3I,null,13701419000,6327492000,3199000,null,null,null
728535,CY2017Q3I,null,4053923000,null,7707000,858720000,null,null
731766,CY2017Q3I,null,140432000000,90952000000,16269000000,8638000000,null,null
731802,CY2017Q3I,null,10749596000,null,26409000,222263000,null,null
732712,CY2017Q3I,null,254682000000,null,4487000000,21549000000,1276000000,null
732717,CY2017Q3I,null,443865000000,null,48499000000,15876000000,null,null
740260,CY2017Q3I,null,23739795000,12769738000,85063000,null,null,11424145000
745732,CY2017Q3I,1289620000,5766978000,null,1144169000,null,1840225000,396848000
746515,CY2017Q3I,836055000,3068881000,null,1033444000,1349854000,null,null
749251,CY2017Q3I,null,7011492000,6148082000,630016000,874283000,null,null
753308,CY2017Q3I,null,96781000000,null,1381000000,2147000000,1352000000,null
759944,CY2017Q3I,null,151356000000,131247000000,2120000000,null,null,13400000000
764180,CY2017Q3I,270000000,44160000000,31954000000,2582000000,null,1987000000,null
764478,CY2017Q3I,6587000000,14785000000,null,1103000000,null,6663000000,null
764622,CY2017Q3I,236746000,16977867000,null,10674000,null,null,null
765880,CY2017Q3I,null,13904081000,8049850000,133887000,null,null,7371385000
766704,CY2017Q3I,null,28180379000,12548967000,236247000,null,null,11124395000
769397,CY2017Q3I,93300000,4152000000,null,1025200000,307800000,null,null
773840,CY2017Q3I,6061000000,56768000000,null,7389000000,8587000000,4751000000,12851000000
779152,CY2017Q3I,8857000,1796345000,758532000,104040000,null,null,null
783325,CY2017Q3I,743900000,31013000000,null,18100000,null,null,null
788784,CY2017Q3I,1305000000,41157000000,null,278000000,1022000000,null,12524000000
789019,CY2017Q3I,6866000000,249097000000,159450000000,6884000000,14561000000,3211000000,77300000000
789570,CY2017Q3I,242604000,29101890000,18717813000,1986688000,515423000,101242000,13493302000
796343,CY2017Q3I,90327000,13906815000,5736381000,1774550000,1006187000,null,1889218000
797468,CY2017Q3I,3734000000,41443000000,null,1806000000,3749000000,1007000000,9800000000
798354,CY2017Q3I,83000000,10199000000,7849000000,null,898000000,null,null
804328,CY2017Q3I,1971000000,65498000000,34773000000,35029000000,3576000000,2035000000,19398000000
811156,CY2017Q3I,624000000,22120000000,null,142000000,631000000,null,null
813672,CY2017Q3I,null,2305227000,null,678284000,null,36000000,null
813828,CY2017Q3I,233000000,23894000000,null,144000000,3598000000,1830000000,null
814547,CY2017Q3I,19510000,1255620000,829083000,105618000,168586000,null,462801000
815097,CY2017Q3I,639000000,40643000000,null,489000000,null,357000000,null
815556,CY2017Q3I,147100000,2901600000,null,133400000,632100000,1047000000,440000000
820027,CY2017Q3I,null,145486000000,139181000000,null,null,null,null
820313,CY2017Q3I,826800000,9608800000,null,1452200000,1575500000,1098200000,3560800000
821189,CY2017Q3I,1635711000,28805305000,null,846138000,1243535000,344016000,null
822416,CY2017Q3I,null,9971269000,5626184000,158237000,null,null,null
823768,CY2017Q3I,789000000,20949000000,15649000000,35000000,1790000000,null,null
827052,CY2017Q3I,1104000000,53592000000,38969000000,117000000,null,229000000,12221000000
827054,CY2017Q3I,182599000,8055198000,null,826407000,545416000,456939000,3017900000
829224,CY2017Q3I,782500000,14365600000,8908600000,2462300000,870400000,1364000000,3932600000
831001,CY2017Q3I,null,1889133000000,1660511000000,186109000000,null,null,232673000000
831259,CY2017Q3I,null,37327000000,27097000000,4957000000,1024000000,null,null
832101,CY2017Q3I,null,3317761000,1507449000,303291000,null,266705000,879803000
833444,CY2017Q3I,4271000000,51884000000,null,301000000,6666000000,3209000000,null
842023,CY2017Q3I,15082000,1527380000,null,72464000,107325000,66532000,null
849399,CY2017Q3I,187000000,15996000000,12461000000,1826000000,514000000,null,6209000000
851968,CY2017Q3I,null,11822813000,4996703000,84502000,null,1911029000,null
857005,CY2017Q3I,35160000,2360384000,1474948000,280003000,152299000,null,null
858470,CY2017Q3I,160789000,5128766000,2484172000,510256000,null,12997000,1291000000
858877,CY2017Q3I,1155000000,130522000000,64972000000,11043000000,4206000000,1693000000,30432000000
859737,CY2017Q3I,166600000,7979600000,null,540600000,533500000,331600000,3322900000
860730,CY2017Q3I,2314000000,35731000000,40797000000,718000000,5980000000,1546000000,32953000000
860731,CY2017Q3I,4563000,1493118000,null,124603000,206444000,null,null
864749,CY2017Q3I,146200000,4180700000,1623300000,255000000,407200000,254700000,695800000
865752,CY2017Q3I,229551000,4708906000,null,465559000,535336000,213341000,null
866787,CY2017Q3I,4168940000,9259781000,null,293270000,280733000,null,null
872589,CY2017Q3I,null,8701215000,2649622000,792065000,1532693000,641588000,null
874716,CY2017Q3I,60583000,1669334000,1717725000,169019000,228159000,176749000,null
874761,CY2017Q3I,2091000000,38834000000,null,1398000000,2357000000,660000000,null
874766,CY2017Q3I,null,224211000000,206978000000,null,null,null,4818000000
875045,CY2017Q3I,298700000,23073200000,10224300000,1548100000,1567500000,1007200000,5938300000
875320,CY2017Q3I,77138000,3198325000,1395081000,1384966000,263493000,98192000,null
877212,CY2017Q3I,426000000,4526000000,3712000000,88000000,596000000,492000000,null
878927,CY2017Q3I,59702000,2956170000,869154000,78091000,391858000,null,null
879101,CY2017Q3I,null,11702241000,6277958000,156588000,null,null,null
879169,CY2017Q3I,69933000,2374301000,616551000,1128046000,null,3261000,null
882095,CY2017Q3I,696000000,64662000000,null,11508000000,4122000000,1144000000,null
882184,CY2017Q3I,null,12184600000,4437000000,1007800000,null,null,null
882835,CY2017Q3I,null,14246673000,7787689000,605600000,603874000,209306000,null
883241,CY2017Q3I,19954000,5396414000,2116690000,1048356000,451144000,61884000,null
884887,CY2017Q3I,384536000,22099314000,null,139950000,null,119949000,null
885725,CY2017Q3I,371000000,18636000000,null,210000000,null,1077000000,4416000000
886982,CY2017Q3I,null,930132000000,843840000000,116610000000,null,null,null
891103,CY2017Q3I,null,5540955000,null,1255317000,271209000,null,null
895421,CY2017Q3I,null,853693000000,773579000000,80922000000,null,null,191677000000
896159,CY2017Q3I,null,167578000000,117107000000,1088000000,null,null,11559000000
896878,CY2017Q3I,220000000,4064000000,2861000000,529000000,116000000,null,425000000
898173,CY2017Q3I,3154250000,7479328000,null,37287000,219631000,2987592000,null
898293,CY2017Q3I,4257623000,11095995000,8727651000,1189919000,null,2942083000,2050272000
899051,CY2017Q3I,null,113632000000,91513000000,null,null,null,6349000000
900075,CY2017Q3I,null,2062670000,873761000,224246000,366641000,10138000,null
906107,CY2017Q3I,null,20697833000,9823516000,46565000,null,null,null
906163,CY2017Q3I,null,3049511000,1398835000,628061000,null,null,null
906345,CY2017Q3I,null,6168895000,2629303000,350274000,null,null,2204200000
908255,CY2017Q3I,null,9816200000,null,414300000,null,773400000,2112700000
909832,CY2017Q3I,9608000000,36347000000,25268000000,4546000000,null,9834000000,6659000000
910521,CY2017Q3I,null,1520288000,null,230586000,306573000,555560000,null
910606,CY2017Q3I,null,null,null,null,null,null,3522130000
912595,CY2017Q3I,null,null,null,null,null,null,null
914208,CY2017Q3I,null,30372500000,21514100000,1716300000,null,null,2075300000
915389,CY2017Q3I,null,16024000000,10925000000,195000000,1047000000,1576000000,null
915912,CY2017Q3I,null,18177837000,7835285000,36042000,null,null,7198443000
915913,CY2017Q3I,361937000,7523300000,null,692188000,520076000,610212000,1789529000
916076,CY2017Q3I,163597000,7566785000,3232803000,35219000,582532000,576429000,1722540000
916365,CY2017Q3I,609883000,2928351000,1556950000,70046000,null,1591555000,150000000
920148,CY2017Q3I,595400000,16691800000,10539000000,409300000,1556600000,217200000,null
920522,CY2017Q3I,null,12512523000,6088585000,46507000,null,null,5605051000
920760,CY2017Q3I,null,16939373000,9279913000,837726000,null,null,null
922224,CY2017Q3I,838000000,40758000000,null,676000000,617000000,323000000,null
922621,CY2017Q3I,null,1631429000,756279000,184628000,null,null,null
927066,CY2017Q3I,566918000,19013339000,13017320000,846110000,2091074000,154422000,null
927628,CY2017Q3I,null,361402000000,311248000000,null,null,null,null
927653,CY2017Q3I,33580000000,63846000000,null,2563000000,null,16885000000,8015000000
935703,CY2017Q3I,1181300000,15730200000,9613700000,400100000,null,null,5781200000
936340,CY2017Q3I,994000000,33071000000,null,63000000,1395000000,null,null
936468,CY2017Q3I,2848000000,48946000000,46771000000,2941000000,null,null,null
940944,CY2017Q3I,256800000,5223500000,3164800000,146800000,null,176300000,936600000
943452,CY2017Q3I,512905000,6449650000,3713281000,228080000,792726000,764781000,null
943819,CY2017Q3I,85082000,3489617000,1440089000,811102000,431354000,300472000,null
945841,CY2017Q3I,209062000,1121924000,911380000,36398000,null,484287000,555964000
946581,CY2017Q3I,75810000,3696380000,2223934000,749626000,429019000,36431000,null
947484,CY2017Q3I,null,32624797000,22646926000,862361000,null,null,null
1000228,CY2017Q3I,1029138000,7486661000,3728704000,79879000,1544582000,1692256000,null
1000697,CY2017Q3I,66754000,5162985000,2533890000,603807000,456334000,297854000,null
1001250,CY2017Q3I,null,12202000000,null,1444000000,1799000000,1518000000,null
1002047,CY2017Q3I,379000000,10308000000,7531000000,3535000000,584000000,108000000,2290000000
1002910,CY2017Q3I,null,25617000000,null,9000000,507000000,547000000,null
1004980,CY2017Q3I,1419000000,71526000000,null,191000000,1368000000,138000000,null
1013237,CY2017Q3I,null,1413315000,853624000,194731000,148331000,null,575000000
1013462,CY2017Q3I,4257000,2846013000,null,919571000,91356000,null,null
1013871,CY2017Q3I,915000000,25470000000,21695000000,1022000000,1274000000,630000000,17132000000
1014473,CY2017Q3I,null,2908363000,4138301000,286822000,12584000,null,null
1018724,CY2017Q3I,26075000000,115267000000,null,12767000000,10557000000,13711000000,25847000000
1020569,CY2017Q3I,252955000,10260006000,null,337886000,784884000,null,6880484000
1022079,CY2017Q3I,null,10439000000,null,350000000,960000000,100000000,null
1022671,CY2017Q3I,512290000,6960737000,3899716000,1101964000,897838000,1487516000,2500000000
1024478,CY2017Q3I,623200000,7161700000,null,1410900000,null,558700000,1493400000
1031296,CY2017Q3I,924000000,43649000000,null,399000000,1370000000,543000000,null
1032208,CY2017Q3I,null,50129000000,null,189000000,1212000000,296000000,null
1034054,CY2017Q3I,32429000,7300470000,null,139711000,87417000,null,8958801000
1035002,CY2017Q3I,6677000000,47988000000,null,5176000000,null,6137000000,7930000000
1035267,CY2017Q3I,80400000,5644600000,684700000,875000000,468000000,225200000,null
1035443,CY2017Q3I,null,11545323000,5640512000,118562000,null,null,4817040000
1037038,CY2017Q3I,172800000,6028300000,2518700000,1111600000,470300000,864600000,null
1037540,CY2017Q3I,null,19308518000,11208823000,434767000,null,null,null
1037646,CY2017Q3I,148521000,2497199000,1984220000,169086000,483167000,263527000,1050681000
1037868,CY2017Q3I,409357000,7783301000,4017146000,736415000,null,546876000,null
1039684,CY2017Q3I,922820000,16764841000,null,11676000,null,314266000,8500000000
1041061,CY2017Q3I,null,5454000000,11575000000,980000000,null,15000000,null
1043277,CY2017Q3I,1033726000,4175588000,2820713000,297307000,null,null,750000000
1043604,CY2017Q3I,205400000,9744300000,4586200000,2363700000,724300000,90900000,null
1045609,CY2017Q3I,null,29654150000,11094894000,568726000,null,null,9721065000
1045810,CY2017Q3I,511000000,9830000000,3477000000,2802000000,1167000000,857000000,1985000000
1047862,CY2017Q3I,1057000000,49246000000,null,69000000,1111000000,null,null
1048286,CY2017Q3I,null,24236000000,null,508000000,null,null,null
1048695,CY2017Q3I,50760000,2476489000,null,673228000,291924000,29834000,null
1048911,CY2017Q3I,2938000000,49350000000,null,3503000000,null,null,15100000000
1050915,CY2017Q3I,null,6640246000,2910015000,91532000,1980245000,86391000,763012000
1051470,CY2017Q3I,179335000,31011756000,18339424000,6719134000,317856000,null,null
1053507,CY2017Q3I,119745000,32319300000,24062920000,799500000,508626000,null,null
1057352,CY2017Q3I,11323000,2280596000,518169000,622995000,60871000,null,305496000
1058090,CY2017Q3I,86705000,2064377000,677251000,113480000,23870000,21634000,null
1058290,CY2017Q3I,186000000,14580000000,3601000000,1577000000,2889000000,null,null
1059556,CY2017Q3I,29200000,8304900000,8461700000,962800000,1007300000,null,5406600000
1060391,CY2017Q3I,599300000,20948600000,null,63900000,1126900000,47800000,7857700000
